Game Name,ROM SIZE (bytes),ROM SIZE (Mb)
Al Unser Jr.'s Road to the Top (USA),"1,048,576",8
Super Tetris 3 (Japan) (En),"1,048,576",8
Super Tetris 2 + Bombliss (Japan) (Genteiban),"1,048,576",8
Cool World (USA),"1,048,576",8
Hat Trick Hero 2 (Japan),"1,048,576",8
Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan),"1,048,576",8
Cool World (Spain),"1,048,576",8
Cool Spot (USA),"1,048,576",8
Cool Spot (USA) (Beta),"1,048,576",8
Super Tetris 2 + Bombliss (Japan) (En),"1,048,576",8
Super Tetris 2 + Bombliss (Japan) (En) (Rev 1),"1,048,576",8
Hebereke no Popoon (Japan) (Beta),"1,048,576",8
Hebereke no Popoon (Japan),"1,048,576",8
Cool Spot (Japan),"1,048,576",8
Hebereke's Popoon (Europe),"1,048,576",8
Super Strike Gunner (Europe),"1,048,576",8
Cool Spot (Europe),"1,048,576",8
Contra Spirits (Japan),"1,048,576",8
Super Strike Eagle (USA),"1,048,576",8
Super Strike Eagle (Europe) (EnFrDeEsIt),"1,048,576",8
Super Star Wars (USA),"1,048,576",8
Super Star Wars (USA) (Rev 1),"1,048,576",8
Super Star Wars (USA) (Beta),"1,048,576",8
Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan),"1,048,576",8
Super Star Wars (Japan),"1,048,576",8
Heracles no Eikou III - Kamigami no Chinmoku (Japan),"1,048,576",8
Super Star Wars (Europe),"1,048,576",8
Super Star Wars (Europe) (Rev 1),"1,048,576",8
Super Stadium (Japan),"1,048,576",8
Contra Spirits (Japan) (Demo),"1,048,576",8
Albert Odyssey (Japan),"1,048,576",8
Alcahest (Japan),"1,048,576",8
Alfred Chicken (Europe),"1,048,576",8
Hissatsu Pachinko Collection (Japan),"1,048,576",8
Alice no Paint Adventure (Japan),"1,048,576",8
Alien 3 (Europe),"1,048,576",8
Alien 3 (Japan),"1,048,576",8
Alien 3 (USA) (Beta),"1,048,576",8
Contra III - The Alien Wars (USA),"1,048,576",8
Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan),"1,048,576",8
Hisshou Pachi-Slot Fun (Japan),"1,048,576",8
Contra III - The Alien Wars (USA) (Beta),"1,048,576",8
Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan),"1,048,576",8
Alien 3 (USA),"1,048,576",8
Super Slam Dunk (USA),"1,048,576",8
Holy Striker (Japan),"1,048,576",8
Super Shougi (Japan),"1,048,576",8
Computer Nouryoku Kaiseki - Ultra Baken (Japan),"1,048,576",8
Super Shougi (Japan) (Rev 1),"1,048,576",8
Super Shanghai - Dragon's Eye (Japan) (HOT B),"1,048,576",8
Super Shanghai - Dragon's Eye (Japan) (Activision),"1,048,576",8
Super Scope 6 (USA),"1,048,576",8
Super Scope 6 (Japan),"1,048,576",8
Super Sangokushi II (Japan),"1,048,576",8
Super Sangokushi II (Japan) (Rev 1),"1,048,576",8
Honkaku Shougi - Fuuunji Ryuuou (Japan),"1,048,576",8
Honkakuha Igo - Gosei (Japan),"1,048,576",8
Honke Hanafuda (Japan),"1,048,576",8
Super Sangokushi (Japan),"1,048,576",8
Super SWIV (Japan) (En),"1,048,576",8
Honke Sankyo Fever 3 - Jikki Simulation (Japan),"1,048,576",8
Honoo no Toukyuuji - Dodge Danpei (Japan) (Sample),"1,048,576",8
Honoo no Toukyuuji - Dodge Danpei (Japan),"1,048,576",8
Hook (Europe),"1,048,576",8
Hook (Japan),"1,048,576",8
Hook (USA) (Beta),"1,048,576",8
Hook (USA),"1,048,576",8
Super SWIV (Europe),"1,048,576",8
Super Rugby (Japan),"1,048,576",8
Super Royal Blood (Japan),"1,048,576",8
Super R.B.I. Baseball (USA),"1,048,576",8
Super R-Type (USA),"1,048,576",8
Super R-Type (Japan) (En),"1,048,576",8
Human Baseball (Japan),"1,048,576",8
Human Grand Prix (Japan) (En),"1,048,576",8
Human Grand Prix 2 (Japan) (Sample),"1,048,576",8
Human Grand Prix II (Japan) (En),"1,048,576",8
Super R-Type (Europe),"1,048,576",8
Super Puyo Puyo (Japan),"1,048,576",8
Humans The (Europe),"1,048,576",8
Humans The (Germany),"1,048,576",8
Cliffhanger (USA),"1,048,576",8
Cliffhanger (Europe),"1,048,576",8
Claymates (USA),"1,048,576",8
Claymates (USA) (Sample),"1,048,576",8
Hurricanes (Europe) (Beta),"1,048,576",8
Hurricanes (Europe),"1,048,576",8
Hurricanes (USA),"1,048,576",8
Super Puyo Puyo (Japan) (Rev 2),"1,048,576",8
Super Puyo Puyo (Japan) (Rev 1),"1,048,576",8
Hyper V-Ball (Europe),"1,048,576",8
Hyper V-Ball (USA),"1,048,576",8
Claymates (Europe),"1,048,576",8
HyperZone (Japan) (En),"1,048,576",8
Super Putty (USA),"1,048,576",8
Super Putty (Europe),"1,048,576",8
Ignition Factor The (USA),"1,048,576",8
Igo Club (Japan) (Rev 2),"1,048,576",8
Igo Club (Japan),"1,048,576",8
Ihatov Monogatari (Japan),"1,048,576",8
Ikari no Yousai (Japan),"1,048,576",8
Super Putty (Europe) (Beta) [b],"1,048,576",8
Super Professional Baseball II (Japan),"1,048,576",8
Super Professional Baseball (Japan),"1,048,576",8
Super Probotector - Alien Rebels (Europe),"1,048,576",8
Super Probotector - Alien Rebels (Europe) (Sample),"1,048,576",8
Super Play Action Football (USA),"1,048,576",8
Super Pinball - Behind the Mask (USA),"1,048,576",8
Super Pinball - Behind the Mask (USA) (Rev 1),"1,048,576",8
Imperium (USA),"1,048,576",8
Inazuma Serve da! Super Beach Volley (Japan),"1,048,576",8
Super Pinball - Behind the Mask (Japan),"1,048,576",8
Super Pinball - Behind the Mask (Japan) (Beta),"1,048,576",8
Incredible Crash Dummies The (Europe),"1,048,576",8
Incredible Crash Dummies The (USA) (Beta),"1,048,576",8
Incredible Crash Dummies The (USA),"1,048,576",8
Incredible Crash Dummies The - Dr. Zabu o Sukuidase (Japan),"1,048,576",8
Super Pinball - Behind the Mask (Europe),"1,048,576",8
Alien vs Predator (Europe),"1,048,576",8
Alien vs Predator (USA),"1,048,576",8
Aliens vs. Predator (Japan),"1,048,576",8
Super Pachi-Slot Mahjong (Japan),"1,048,576",8
Inindo - Way of the Ninja (USA),"1,048,576",8
Inspector Gadget (USA),"1,048,576",8
Super Oozumou - Nessen Ooichiban (Japan),"1,048,576",8
International Superstar Soccer (Europe),"1,048,576",8
International Superstar Soccer (USA),"1,048,576",8
Super Oozumou - Nessen Ooichiban (Japan) (Beta),"1,048,576",8
Super Okumanchouja Game (Japan),"1,048,576",8
International Tennis Tour (Europe),"1,048,576",8
International Tennis Tour (Japan) (En),"1,048,576",8
International Tennis Tour (USA),"1,048,576",8
Ippatsu Gyakuten (Japan),"1,048,576",8
Irem Skins Game The (USA) (Arcade),"1,048,576",8
Irem Skins Game The (USA),"1,048,576",8
Super Okumanchouja Game (Japan) (Rev 1) (NP),"1,048,576",8
Super Off Road - The Baja (USA),"1,048,576",8
Super Off Road - The Baja (USA) (Beta),"1,048,576",8
America Oudan Ultra Quiz (Japan),"1,048,576",8
Itchy & Scratchy Game The (Europe),"1,048,576",8
Itchy & Scratchy Game The (USA),"1,048,576",8
American Battle Dome (Japan),"1,048,576",8
Itou Hatasu Rokudan no Shougi Doujou (Japan) (Rev 1),"1,048,576",8
Itou Hatasu Rokudan no Shougi Doujou (Japan),"1,048,576",8
Super Nova (USA),"1,048,576",8
American Gladiators (USA),"1,048,576",8
Super Nobunaga no Yabou - Bushou Fuuunroku (Japan),"1,048,576",8
Super Nobunaga no Yabou - Bushou Fuuunroku (Japan) (Rev 1),"1,048,576",8
Super Ninja-kun (Japan),"1,048,576",8
Super Ninja Boy (USA),"1,048,576",8
Super Nichibutsu Mahjong 4 - Kisokenkyuu Hen (Japan),"1,048,576",8
Super Nichibutsu Mahjong (Japan),"1,048,576",8
Super Nazo Puyo - Rulue no Roux (Japan),"1,048,576",8
Super Naxat Open - Golf de Shoubu da Dorabocchan (Japan),"1,048,576",8
J.League Soccer Prime Goal (Japan) (Rev 1),"1,048,576",8
J.League Soccer Prime Goal (Japan),"1,048,576",8
Super Morph (Europe),"1,048,576",8
Super Momotarou Dentetsu III (Japan),"1,048,576",8
Super Momotarou Dentetsu III (Japan) (Rev 2),"1,048,576",8
Super Momotarou Dentetsu III (Japan) (Rev 1),"1,048,576",8
J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA),"1,048,576",8
J.R.R. Tolkien's The Lord of the Rings - Volume One (Europe),"1,048,576",8
J.R.R. Tolkien's The Lord of the Rings - Volume One (Germany),"1,048,576",8
Super Momotarou Dentetsu II (Japan),"1,048,576",8
JRA PAT (Japan) (TJAJ),"1,048,576",8
JRA PAT (Japan) (TJBJ),"1,048,576",8
JRA PAT - Wide Taiouban (Japan) (TJDJ),"1,048,576",8
JRA PAT - Wide Taiouban (Japan) (TJEJ),"1,048,576",8
American Tail An - Fievel Goes West (Europe),"1,048,576",8
American Tail An - Fievel Goes West (USA),"1,048,576",8
Animaniacs (Europe),"1,048,576",8
Classic Road (Japan),"1,048,576",8
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En),"1,048,576",8
Animaniacs (Japan),"1,048,576",8
Animaniacs (USA),"1,048,576",8
Chuck Rock (USA),"1,048,576",8
Chuck Rock (USA) (Beta),"1,048,576",8
Janyuuki - Gokuu Randa (Japan),"1,048,576",8
Jelly Boy (Europe),"1,048,576",8
Chuck Rock (Europe),"1,048,576",8
Another World (Europe),"1,048,576",8
Aqutallion (Japan),"1,048,576",8
Jerry Boy (Japan),"1,048,576",8
Jetsons The - Invasion of the Planet Pirates (USA),"1,048,576",8
Jigsaw Party (Japan),"1,048,576",8
Super Mahjong 3 - Karakuchi (Japan),"1,048,576",8
Araiguma Rascal (Japan),"1,048,576",8
Arcana (USA),"1,048,576",8
Archer Maclean's Super Dropzone (Europe),"1,048,576",8
Super Kyoutei 2 (Japan),"1,048,576",8
Super Kyousouba - Kaze no Sylphid (Japan),"1,048,576",8
Super Koukou Yakyuu - Ikkyuu Nyuukon (Japan),"1,048,576",8
Super Kick Boxing - Best of the Best (Japan) (En),"1,048,576",8
Super Keiba (Japan),"1,048,576",8
Super Jangou (Japan),"1,048,576",8
Super James Pond II (Japan),"1,048,576",8
Ardy Lightfoot (Japan) (Beta),"1,048,576",8
Ardy Lightfoot (Japan),"1,048,576",8
Super International Cricket (Europe),"1,048,576",8
Super International Cricket (Europe) (Beta),"1,048,576",8
Super Indy Champ (Japan),"1,048,576",8
Ardy Lightfoot (USA),"1,048,576",8
Super Ice Hockey (Europe),"1,048,576",8
Jim Power - The Lost Dimension in 3D (USA),"1,048,576",8
Super Hockey (France) (EnFr),"1,048,576",8
Choukou Gasshin Xardion (Japan),"1,048,576",8
Choujikuu Yousai Macross - Scrambled Valkyrie (Japan),"1,048,576",8
Chou Makaimura (Japan),"1,048,576",8
Chou Makai Taisen! Dorabocchan (Japan),"1,048,576",8
Super Hockey (Europe),"1,048,576",8
Super Hockey '94 (Japan) (En),"1,048,576",8
Super High Impact (USA),"1,048,576",8
Chou Makai Taisen! Dorabocchan (Japan) (Beta) (1992-12-21),"1,048,576",8
Super High Impact (USA) (Beta),"1,048,576",8
Super High Impact (Japan) (En),"1,048,576",8
Jissen! Mahjong Shinan (Japan),"1,048,576",8
Super Hanafuda 2 (Japan),"1,048,576",8
Jissen! Pachi-Slot Hisshouhou! 2 (Japan),"1,048,576",8
Jissen! Pachi-Slot Hisshouhou! Classic (Japan),"1,048,576",8
Jissen! Pachi-Slot Hisshouhou! Yamasa Densetsu (Japan),"1,048,576",8
JoJo no Kimyou na Bouken (Japan),"1,048,576",8
Joe & Mac (USA),"1,048,576",8
Joe & Mac - Caveman Ninja (Europe) (EnFrDeEsItNl) (Beta),"1,048,576",8
Joe & Mac - Caveman Ninja (Europe) (EnFrDeEsItNl),"1,048,576",8
Joe & Mac - Tatakae Genshijin (Japan),"1,048,576",8
Joe & Mac 2 - Lost in the Tropics (USA) (Beta),"1,048,576",8
Joe & Mac 2 - Lost in the Tropics (USA),"1,048,576",8
Joe & Mac 3 - Lost in the Tropics (Europe) (EnFrDe) (Beta),"1,048,576",8
Joe & Mac 3 - Lost in the Tropics (Europe) (EnFrDe),"1,048,576",8
John Madden Football '93 (Europe),"1,048,576",8
John Madden Football '93 (USA) (Rev 1),"1,048,576",8
John Madden Football '93 (USA),"1,048,576",8
Area 88 (Japan),"1,048,576",8
Joushou Mahjong Tenpai (Japan),"1,048,576",8
Super H.Q. - Criminal Chaser (Japan),"1,048,576",8
Super Gomoku Shougi - Jouseki Kenkyuu Hen (Japan),"1,048,576",8
Super Goal! (Europe),"1,048,576",8
Super Ghouls'n Ghosts (USA),"1,048,576",8
Jumbo Ozaki no Hole in One (Japan),"1,048,576",8
Super Ghouls'n Ghosts (Europe),"1,048,576",8
Super Gachapon World - SD Gundam X (Japan),"1,048,576",8
Aryol (Japan),"1,048,576",8
Super Formation Soccer 94 - World Cup Final Data (Japan),"1,048,576",8
Super Formation Soccer 94 - World Cup Edition (Japan),"1,048,576",8
Asahi Shinbun Rensai - Katou Hifumi Kudan Shougi - Shingiryuu (Japan),"1,048,576",8
Super Fire Pro Wrestling 2 (Japan),"1,048,576",8
Super Fire Pro Wrestling 2 (Japan) (Beta),"1,048,576",8
Super Fire Pro Wrestling (Japan),"1,048,576",8
Jungle no Ouja Tar-chan - Sekaimanyuu Daikakutou no Maki (Japan),"1,048,576",8
Super Final Match Tennis (Japan),"1,048,576",8
Super Famista 3 (Japan),"1,048,576",8
Super Famista 2 (Japan),"1,048,576",8
Super Famista (Japan),"1,048,576",8
Super Family Tennis (Japan),"1,048,576",8
Super Family Circuit (Japan),"1,048,576",8
Asameshimae Nyanko (Japan),"1,048,576",8
Super F1 Circus Limited (Japan),"1,048,576",8
Super F1 Circus (Japan),"1,048,576",8
Super E.D.F. (Japan) (En),"1,048,576",8
Super Dunk Star (Japan) (En),"1,048,576",8
Super Dunk Shot (Japan) (En),"1,048,576",8
Ashita no Joe (Japan),"1,048,576",8
Super Double Dragon (USA),"1,048,576",8
Super Double Dragon (Europe),"1,048,576",8
Super Double Dragon (Europe) (Beta),"1,048,576",8
Super Dany (France),"1,048,576",8
Juusou Kihei Valken (Japan),"1,048,576",8
Super Dany (France) (Beta),"1,048,576",8
Super Daikoukai Jidai (Japan),"1,048,576",8
Super Daikoukai Jidai (Japan) (Rev 1) (NP),"1,048,576",8
Super Cup Soccer (Japan) (En),"1,048,576",8
Super Copa (Brazil) (EsPt),"1,048,576",8
Super Conflict (USA),"1,048,576",8
Kachou Shima Kousaku (Japan),"1,048,576",8
Chester Cheetah - Too Cool to Fool (USA),"1,048,576",8
Chavez II (USA) (Es),"1,048,576",8
Super Conflict (Europe),"1,048,576",8
Super Chinese World (Japan),"1,048,576",8
Super Chase H.Q. (USA),"1,048,576",8
Kamen Rider SD - Shutsugeki!! Rider Machine (Japan),"1,048,576",8
Karura Ou (Japan),"1,048,576",8
Super Chase H.Q. (Europe),"1,048,576",8
Super Castlevania IV (USA),"1,048,576",8
Katou Hifumi Kudan - Shougi Club (Japan),"1,048,576",8
Super Castlevania IV (Europe),"1,048,576",8
Super Castles (Japan),"1,048,576",8
Kawasaki Superbike Challenge (Europe),"1,048,576",8
Kawasaki Superbike Challenge (USA),"1,048,576",8
Axelay (Europe),"1,048,576",8
Keiba Eight Special (Japan) (Rev 1),"1,048,576",8
Keiba Eight Special (Japan),"1,048,576",8
Keiba Eight Special 2 (Japan),"1,048,576",8
Axelay (Japan),"1,048,576",8
Axelay (USA) (Sample),"1,048,576",8
Axelay (USA),"1,048,576",8
Kendo Rage (USA),"1,048,576",8
B.O.B. (Europe),"1,048,576",8
B.O.B. (USA),"1,048,576",8
Championship Pool (USA),"1,048,576",8
Kessen! Dokapon Oukoku IV - Densetsu no Yuusha-tachi (Japan),"1,048,576",8
Championship Pool (Europe),"1,048,576",8
Champions - World Class Soccer (USA) (EnFrDeEs),"1,048,576",8
Champions - World Class Soccer (Japan),"1,048,576",8
Kick Off 3 - European Challenge (Europe) (Beta),"1,048,576",8
Kick Off 3 - European Challenge (Europe) (EnFrDeEsIt),"1,048,576",8
Kid Klown in Crazy Chase (Europe),"1,048,576",8
Kid Klown in Crazy Chase (USA) (Beta),"1,048,576",8
Kid Klown in Crazy Chase (USA),"1,048,576",8
Kid Klown no Crazy Chase (Japan),"1,048,576",8
BS-X - Sore wa Namae o Nusumareta Machi no Monogatari (Japan) (Rev 1),"1,048,576",8
Super Bomberman 2 (USA),"1,048,576",8
Super Bomberman 2 (Europe),"1,048,576",8
Kidou Senshi Gundam F91 - Formula Senki 0122 (Japan),"1,048,576",8
Bakutou Dochers - Bumps-jima wa Oosawagi (Japan),"1,048,576",8
Super Bomber Man 2 (Japan) (En),"1,048,576",8
Kidou Soukou Dion (Japan),"1,048,576",8
Kikikai-kai - Nazo no Kuro Manteau (Japan),"1,048,576",8
Super Bomber Man 2 (Japan) (Caravan You Taikenban),"1,048,576",8
Kikou Keisatsu Metal Jack (Japan),"1,048,576",8
Kikuni Masahiko no Jantoushi Doraou (Japan),"1,048,576",8
Kikuni Masahiko no Jantoushi Doraou 2 (Japan),"1,048,576",8
Super Bomber Man - Panic Bomber W (Japan),"1,048,576",8
Ballz 3D - Fighting at Its Ballziest (USA),"1,048,576",8
Super Black Bass (USA),"1,048,576",8
Super Black Bass (Japan),"1,048,576",8
Kindai Mahjong Special (Japan),"1,048,576",8
Super Birdie Rush (Japan),"1,048,576",8
Champions - World Class Soccer (Europe) (EnFrDeEs),"1,048,576",8
Super Billiard - Championship Pool (Japan),"1,048,576",8
Super Bikkuriman (Japan),"1,048,576",8
Barbarossa (Japan),"1,048,576",8
Barbie Super Model (USA),"1,048,576",8
Super Batter Up (USA),"1,048,576",8
Super Bases Loaded (USA),"1,048,576",8
King of Rally The (Japan),"1,048,576",8
King of the Monsters (Europe),"1,048,576",8
King of the Monsters (Japan),"1,048,576",8
King of the Monsters (USA),"1,048,576",8
Super Baken Ou '95 (Japan),"1,048,576",8
Super Back to the Future Part II (Japan),"1,048,576",8
Super Alfred Chicken (USA),"1,048,576",8
Cassette Kensaki - NUS-you S Cassette (Japan) (En),"1,048,576",8
Super Aleste (Japan),"1,048,576",8
Super Aleste (Europe),"1,048,576",8
Super Adventure Island (USA),"1,048,576",8
Kirby's Avalanche (USA),"1,048,576",8
Kirby's Dream Course (Europe),"1,048,576",8
Kirby's Dream Course (USA),"1,048,576",8
Super Adventure Island (Europe),"1,048,576",8
Super 4WD - The Baja (Japan),"1,048,576",8
Kirby's Ghost Trap (Europe),"1,048,576",8
Super 3D Noah's Ark (USA) (Unl),"1,048,576",8
Supapoon DX (Japan),"1,048,576",8
Sunset Riders (USA),"1,048,576",8
Sunset Riders (Europe),"1,048,576",8
Sugoroku Ginga Senki (Japan),"1,048,576",8
Stunt Race FX (USA) (Rev 1),"1,048,576",8
Stunt Race FX (Europe),"1,048,576",8
Strike Gunner S.T.G (USA),"1,048,576",8
Strike Gunner S.T.G (Japan) (En),"1,048,576",8
Street Racer (USA),"1,048,576",8
Kouryaku Casino Bar (Japan),"1,048,576",8
Kouryuu Densetsu Villgust - Kieta Shoujo (Japan),"1,048,576",8
Kouryuu no Mimi (Japan),"1,048,576",8
Street Racer (USA) (Beta),"1,048,576",8
Koushien 2 (Japan),"1,048,576",8
Street Racer (Japan) (En),"1,048,576",8
Street Racer (Europe),"1,048,576",8
Kousoku Shikou Shougi Ou (Japan),"1,048,576",8
Koutetsu no Kishi (Japan),"1,048,576",8
Street Racer (Europe) (Rev 1),"1,048,576",8
Street Combat (USA),"1,048,576",8
Street Combat (Europe) (Putative Proto),"1,048,576",8
Casper (USA),"1,048,576",8
Casper (Japan),"1,048,576",8
Casper (Europe),"1,048,576",8
Sterling Sharpe - End 2 End (USA),"1,048,576",8
Stealth (Japan),"1,048,576",8
Starwing - Competition (Germany),"1,048,576",8
Starwing - Competition (Europe),"1,048,576",8
Card Master - Rimusaria no Fuuin (Japan),"1,048,576",8
Starwing (Germany),"1,048,576",8
Starwing (Europe),"1,048,576",8
Starwing (Europe) (Rev 1),"1,048,576",8
Star Trek - Starfleet Academy - Starship Bridge Simulator (USA),"1,048,576",8
Star Trek - Starfleet Academy - Starship Bridge Simulator (Germany),"1,048,576",8
Lagoon (Europe),"1,048,576",8
Lagoon (Germany),"1,048,576",8
Lagoon (Japan),"1,048,576",8
Lagoon (USA),"1,048,576",8
Star Trek - Starfleet Academy - Starship Bridge Simulator (Europe),"1,048,576",8
Star Trek - Deep Space Nine - Crossroads of Time (USA),"1,048,576",8
Star Trek - Deep Space Nine - Crossroads of Time (Europe),"1,048,576",8
Star Fox 2 (Japan) (Proto 2),"1,048,576",8
Star Fox - Super Weekend (USA),"1,048,576",8
Star Fox (USA),"1,048,576",8
Star Fox (USA) (Rev 2),"1,048,576",8
Las Vegas Dream in Golden Paradise (Japan),"1,048,576",8
Last Action Hero (Europe),"1,048,576",8
Last Action Hero (USA),"1,048,576",8
Star Fox (USA) (Rev 1),"1,048,576",8
Star Fox (Japan),"1,048,576",8
Lawnmower Man The (Europe),"1,048,576",8
Lawnmower Man The (USA) (Beta),"1,048,576",8
Lawnmower Man The (USA),"1,048,576",8
Leading Company (Japan),"1,048,576",8
Star Fox (Japan) (Rev 1),"1,048,576",8
Leading Jockey 2 (Japan),"1,048,576",8
Legend (Europe),"1,048,576",8
Legend (USA) (Beta),"1,048,576",8
Legend (USA),"1,048,576",8
Legend of Zelda The - A Link to the Past (Canada),"1,048,576",8
Legend of Zelda The - A Link to the Past (Europe),"1,048,576",8
Legend of Zelda The - A Link to the Past (France),"1,048,576",8
Legend of Zelda The - A Link to the Past (Germany),"1,048,576",8
Legend of Zelda The - A Link to the Past (USA),"1,048,576",8
Legend of the Mystical Ninja The (Europe),"1,048,576",8
Legend of the Mystical Ninja The (Germany),"1,048,576",8
Legend of the Mystical Ninja The (USA),"1,048,576",8
Lemmings (Europe),"1,048,576",8
Lemmings (Japan) (En),"1,048,576",8
Lemmings (USA) (Rev 1),"1,048,576",8
Lemmings (USA),"1,048,576",8
Spriggan Powered (Japan),"1,048,576",8
Sporting News Baseball The (USA),"1,048,576",8
Spindizzy Worlds (USA),"1,048,576",8
Spindizzy Worlds (Japan) (En),"1,048,576",8
Spindizzy Worlds (Europe),"1,048,576",8
Lester the Unlikely (USA),"1,048,576",8
Spider-Man and the X-Men in Arcade's Revenge (USA) (Beta) [b],"1,048,576",8
Spider-Man - X-Men - Arcade's Revenge (USA),"1,048,576",8
Spider-Man - X-Men - Arcade's Revenge (Europe),"1,048,576",8
Lethal Weapon (Europe),"1,048,576",8
Lethal Weapon (USA) (Arcade),"1,048,576",8
Lethal Weapon (USA),"1,048,576",8
Captain Tsubasa III - Koutei no Chousen (Japan),"1,048,576",8
Speedy Gonzales in Los Gatos Bandidos (USA) (Beta),"1,048,576",8
Light Fantasy (Japan),"1,048,576",8
Speedy Gonzales - Los Gatos Bandidos (USA),"1,048,576",8
Speedy Gonzales - Los Gatos Bandidos (USA) (Rev 1),"1,048,576",8
Batman Returns (Europe),"1,048,576",8
Spectre (Europe),"1,048,576",8
Sparkster (USA),"1,048,576",8
Sparkster (Japan),"1,048,576",8
Sparkster (Europe),"1,048,576",8
Batman Returns (Japan) (En),"1,048,576",8
Batman Returns (Japan) (Sample),"1,048,576",8
Batman Returns (USA),"1,048,576",8
Space Megaforce (USA),"1,048,576",8
Battle Blaze (Japan) (En),"1,048,576",8
Lode Runner Twin - Justy to Liberty no Daibouken (Japan),"1,048,576",8
Battle Blaze (USA) (Beta),"1,048,576",8
Battle Blaze (USA),"1,048,576",8
Looney Tunes - Road Runner (Europe),"1,048,576",8
Looney Tunes - Road Runner vs Wile E. Coyote (Japan),"1,048,576",8
Space Funky B.O.B. (Japan),"1,048,576",8
Battle Cars (USA),"1,048,576",8
Captain America and the Avengers (USA),"1,048,576",8
Captain America and the Avengers (Europe),"1,048,576",8
Lord of Darkness (USA),"1,048,576",8
Lost Vikings 2 (USA),"1,048,576",8
Lost Vikings II The - Norse by Norsewest (Europe) (EnFrDe),"1,048,576",8
Lost Vikings The (Europe),"1,048,576",8
Lost Vikings The (France) (EnFr),"1,048,576",8
Lost Vikings The (Germany),"1,048,576",8
Lost Vikings The (Spain),"1,048,576",8
Lost Vikings The (USA) (Beta),"1,048,576",8
Lost Vikings The (USA),"1,048,576",8
Lothar Matthaeus Super Soccer (Germany),"1,048,576",8
Space Bazooka (Japan),"1,048,576",8
Space Ace (USA),"1,048,576",8
Lufia & the Fortress of Doom (USA) (Beta),"1,048,576",8
Lufia & the Fortress of Doom (USA),"1,048,576",8
Space Ace (USA) (Beta),"1,048,576",8
Space Ace (Japan) (En),"1,048,576",8
Space Ace (Europe),"1,048,576",8
Soul Blazer (USA),"1,048,576",8
Soul Blazer (Germany),"1,048,576",8
Soul Blazer (France),"1,048,576",8
Soul Blazer (Europe),"1,048,576",8
MLBPA Baseball (USA),"1,048,576",8
MVP Baseball (Japan) (En),"1,048,576",8
Madden NFL '94 (Europe),"1,048,576",8
Madden NFL '94 (USA),"1,048,576",8
Madden NFL 95 (Europe),"1,048,576",8
Madden NFL 95 (USA),"1,048,576",8
Soul Blader (Japan),"1,048,576",8
Soukou Kihei Votoms - The Battling Road (Japan),"1,048,576",8
Sougou Kakutougi - Astral Bout (Japan),"1,048,576",8
Sotsugyou Bangai Hen - Nee Mahjong Shiyo! (Japan),"1,048,576",8
Soreyuke Ebisumaru Karakuri Meiro - Kieta Goemon no Nazo!! (Japan),"1,048,576",8
Sonic Blast Man (USA),"1,048,576",8
Sonic Blast Man (Japan),"1,048,576",8
Capcom's MVP Football (USA),"1,048,576",8
Magic Johnson no Super Slam Dunk (Japan),"1,048,576",8
Sonic Blast Man (Europe),"1,048,576",8
Magic Sword (Europe),"1,048,576",8
Magic Sword (Japan),"1,048,576",8
Magic Sword (USA),"1,048,576",8
Magical Drop (Japan),"1,048,576",8
Song Master (Japan),"1,048,576",8
Solstice II (Japan),"1,048,576",8
Solstice II (Japan) (Beta) (1993-03-03),"1,048,576",8
Magical Quest Starring Mickey Mouse The (Europe) (Rev 1),"1,048,576",8
Magical Quest Starring Mickey Mouse The (Europe),"1,048,576",8
Magical Quest Starring Mickey Mouse The (Germany) (Rev 1),"1,048,576",8
Magical Quest Starring Mickey Mouse The (Germany),"1,048,576",8
Magical Quest Starring Mickey Mouse The (USA) (Beta),"1,048,576",8
Magical Quest Starring Mickey Mouse The (USA),"1,048,576",8
Magical Quest con Topolino The (Italy),"1,048,576",8
Snow White in Happily Ever After (USA),"1,048,576",8
Smurfs The (Europe) (EnFrDeEsIt),"1,048,576",8
Smash Tennis (Europe),"1,048,576",8
Cameltry (Japan),"1,048,576",8
California Games II (USA),"1,048,576",8
Mahjong Hishouden - Shin Naki no Ryuu (Japan),"1,048,576",8
Mahjong Sengoku Monogatari (Japan),"1,048,576",8
Mahjong Taikai II (Japan) (Rev 1),"1,048,576",8
Mahjong Taikai II (Japan),"1,048,576",8
Mahjong Touhaiden The (Japan),"1,048,576",8
Mahou Poi Poi Poitto! (Japan),"1,048,576",8
Smash Tennis (Europe) (Beta),"1,048,576",8
Battle Clash (Europe),"1,048,576",8
Smart Ball (USA),"1,048,576",8
Skyblazer (USA),"1,048,576",8
Skyblazer (USA) (Beta 2),"1,048,576",8
Skyblazer (USA) (Beta 1),"1,048,576",8
Major Title (Europe),"1,048,576",8
Major Title (Japan),"1,048,576",8
Skyblazer (Europe),"1,048,576",8
Maka Maka (Japan),"1,048,576",8
Makeruna! Makendou (Japan),"1,048,576",8
Battle Clash (USA),"1,048,576",8
